name,name_for_emails,site,subtypes,category,type,email_1,phone
Hotel Relais La Cappuccina,Hotel Relais La Cappuccina,http://www.lacappuccina.com/,"Hotel, Convention center, Spa",hotels,Hotel,booking@lacappuccina.com,+39 0577 940381
Podere Sant'Alessandro,Podere Santalessandro,http://www.santalessandro.com/,"Indoor lodging, Bed & breakfast, Hotel, Holiday apartment",Alloggi al coperto,Indoor lodging,info@santalessandro.com,+39 0577 704573
Podere Casa vacanze Le Case,Podere Casa Vacanze Le Case,http://www.poderelecase.it/,"Holiday home, Bed & breakfast, Extended stay hotel, Farmstay, Hotel, Lodging, Self-catering accommodation, Serviced accommodation, Swimming basin, Holiday apartment",Casa per vacanze,Holiday home,info@poderelecase.it,+39 0577 941005
Agriturismo Il Casolare di Bucciano,Agriturismo Il Casolare Di Bucciano,https://www.casolaredibucciano.it/,"Farmstay, Bed & breakfast, Winery",Farmstay,Farmstay,info@casolaredibucciano.com,+39 0577 940189
Casolare di Remignoli,Casolare Di Remignoli,http://www.remignoli.com/,"Farmstay, Bed & breakfast, Extended stay hotel",Agriturismo,Farmstay,info@remignoli.com,+39 348 661 5984
Hotel & Restaurant Casolare le Terre Rosse,Hotel And Restaurant Casolare Le Terre Rosse,https://www.hotelterrerosse.com/,"Hotel, Italian restaurant, Holiday apartment",hotels,Hotel,info@hotelterrerosse.com,+39 0577 907046
I Coppi,I Coppi,http://www.icoppi.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,prenotazioni@icoppi.com,+39 0577 941597
Tenuta Sovestro,Tenuta Sovestro,https://www.tenutasovestro.com/?utm_source=google,"Farmstay, Bed & breakfast",Agriturismo,Farmstay,info@tenutasovestro.com,+39 0577 940148
Fattoria di Larniano,Fattoria Di Larniano,http://www.larniano.it/,"Wedding venue, Bed & breakfast, Farmstay, Swimming pool, Holiday apartment, Villa",Location per matrimoni,Wedding venue,info@larniano.it,+39 0577 941576
Capanna 1826,Capanna 1826,http://www.agrisanbenedetto.com/capanna1826,"Bed & breakfast, Wine cellar, Wine club",Bed & Breakfast,Bed & breakfast,info@agrisanbenedetto.com,+39 338 158 6461
Villa Alba Bed & Breakfast,Villa Alba Bed And Breakfast,http://www.villaalbasangimignano.com/,"Bed & breakfast, Extended stay hotel, Family restaurant, Farmstay, Holiday home, Hotel, Meat dish restaurant, Restaurant, Swimming basin, Holiday apartment",Bed & Breakfast,Bed & breakfast,info@villaalbasangimignano.it,+39 377 097 0376
Rocca degli Olivi,Rocca Degli Olivi,https://www.roccadegliolivi.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@roccadegliolivi.com,+39 347 945 1527
Affittacamere La Locanda Di Quercecchio,Affittacamere La Locanda Di Quercecchio,https://www.sangiroom.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,locandasangi@gmail.com,+39 347 613 1891
Fattoria di Fugnano,Fattoria Di Fugnano,https://www.fattoriadifugnano.com/,"Winery, Bed & breakfast",Azienda vinicola,Winery,info@fattoriadifugnano.com,+39 338 658 8016
B & B San Gimignano Diffuso,B And B San Gimignano Diffuso,http://www.accommodation-sangimignano.com/,"Bed & breakfast, Indoor lodging",Bed & Breakfast,Bed & breakfast,info@rossicarla.it,+39 0577 907282
Primetta House,Primetta House,http://www.primettahouse.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@primettahouse.it,+39 0577 940121
Hotel Sovestro,Hotel Sovestro,https://www.hotelsovestro.com/?utm_source=google,Hotel,hotels,Hotel,info@hotelsovestro.com,+39 0577 943153
"Casa Tinacci, camere, appartamenti per vacanze",Casa Tinacci Camere Appartamenti Per Vacanze,http://www.casatinacci.it/,"Bed & breakfast, Extended stay hotel, Holiday home, Holiday apartment",Bed & Breakfast,Bed & breakfast,info@casatinacci.it,+39 347 450 1678
Hotel L 'Antico Pozzo,Hotel L Antico Pozzo,https://www.anticopozzo.com/?utm_source=google_maps,Hotel,hotels,Hotel,info@anticopozzo.com,+39 0577 942014
Il Feudo Affittacamere,Il Feudo Affittacamere,https://www.ilfeudosangimignano.com/affitta-camere/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,ilfeudosangimignano@gmail.com,+39 347 707 3901
Farm The Old Stables,Farm The Old Stables,https://www.ilvecchiomaneggio.com/,"Farmstay, Bed & breakfast",Agriturismo,Farmstay,info@ilvecchiomaneggio.com,+39 0577 950232
Guardastelle,Guardastelle,https://www.guardastelle.com/,"Farmstay, Bed & breakfast, Vineyard, Wine cellar, Winery",Agriturismo,Farmstay,info@guardastelle.com,+39 0577 907209
Casa Torre Margherita Luxury B&B San Gimignano,Casa Torre Margherita Luxury B And B San Gimignano,http://www.casatorremargherita.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@casatorremargherita.it,+39 0577 940709
Hotel Bel Soggiorno,Hotel Bel Soggiorno,https://hotelbelsoggiorno.it/,Hotel,hotels,Hotel,info@hotelbelsoggiorno.it,+39 0577 940375
Hotel Leon Bianco,Hotel Leon Bianco,https://www.leonbianco.com/it/,Hotel,hotels,Hotel,info@leonbianco.com,+39 0577 941294
La Torre Nomipesciolini - Appartamento,La Torre Nomipesciolini Appartamento,http://www.nomipesciolini.com/,"Indoor lodging, Hotel",Indoor lodging,Indoor lodging,info@nomipesciolini.com,+39 340 331 1888
Casolar Del Pellegrino,Casolar Del Pellegrino,http://www.casolardelpellegrino.it/,Bed & breakfast,Bed & breakfast,Bed & breakfast,info@casolardelpellegrino.it,+39 0577 892986
Hotel le Colline,Hotel Le Colline,https://www.albergolecolline.com/?utm_source=google_maps,"Hotel, Extended stay hotel",hotels,Hotel,info@albergolecolline.com,+39 0577 940225
Locanda Viani,Locanda Viani,http://www.locandaviani.it/,Hotel,hotels,Hotel,info@locandaviani.it,+39 0577 940295
Agriturismo Poderi Arcangelo San Gimignano,Agriturismo Poderi Arcangelo San Gimignano,https://www.poderiarcangelo.it/,"Farmstay, Bed & breakfast, Extended stay hotel, Farm household tour, Winery",attractions,Farmstay,info@poderiarcangelo.it,+39 0577 944404
Borgo Montauto,Borgo Montauto,http://www.borgomontauto.com/,"Farmstay, Bed & breakfast, Cottage rental, Extended stay hotel, Farm shop, Holiday apartment rental, Holiday home, Hotel, Tuscan restaurant, Winery",Agriturismo,Farmstay,info@borgomontauto.com,+39 0577 941054
Casa Vacanze Il Coltro,Casa Vacanze Il Coltro,https://www.ilcoltro.it/it/index.html,Extended stay hotel,hotels,Extended stay hotel,farmilcoltro@gmail.com,+39 0577 950255
Hotel Villa Ducci,Hotel Villa Ducci,http://www.villaducci.com/,"Hotel, Restaurant",hotels,Hotel,info@villaducci.com,+39 0577 907024
Relais Santa Chiara Hotel,Relais Santa Chiara Hotel,http://www.relaissantachiara.com/,Hotel,hotels,Hotel,info@rsc.it,+39 0577 940701
Hotel Pescille,Hotel Pescille,http://www.pescille.it/,Hotel,hotels,Hotel,info@pescille.it,+39 0577 940186
Molino di Foci Srl,Molino Di Foci Srl,https://www.molinodifoci.com/,Hotel,hotels,Hotel,info@molinodifoci.com,+39 0577 907031
Affittacamere La Casina,Affittacamere La Casina,https://affittacamere-la-casina.italiadestinazioni.top/,Hotel,hotels,Hotel,hotel88289@wearehotels.top,+39 0577 941417
Villa del Sole,Villa Del Sole,https://www.villadelsolesangimignano.it/,"Villa, Resort hotel",attractions,Villa,villadelsole@live.it,+39 339 159 2383
Agriturismo Casanova di Pescille,Agriturismo Casanova Di Pescille,https://www.casanovadipescille.com/?utm_source=google,"Farmstay, Bed & breakfast, Restaurant",Agriturismo,Farmstay,pescille@casanovadipescille.com,+39 0577 941902
Farmhouse Villa Palagetto,Farmhouse Villa Palagetto,http://www.agriturismopalagetto.com/,"Farmstay, Bed & breakfast, Resort hotel, Restaurant, Holiday apartment",attractions,Farmstay,booking@palagetto.it,+39 334 639 9484
Hotel Villa Belvedere San Gimignano,Hotel Villa Belvedere San Gimignano,http://www.hotelvillabelvedere.net/,Extended stay hotel,hotels,Extended stay hotel,info@hotelvillabelvedere.net,+39 0577 940539
Palazzo Buonaccorsi,Palazzo Buonaccorsi,http://www.palazzobuonaccorsi.it/,"Hotel, Extended stay hotel, Luggage storage facility",hotels,Hotel,info@palazzobuonaccorsi.it,+39 349 807 9349
B & B Palazzo al Torrione,B And B Palazzo Al Torrione,http://palazzoaltorrione.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@palazzoaltorrione.com,+39 338 938 1656
Hotel Vecchio Asilo,Hotel Vecchio Asilo,https://www.hoteltorciano.com/,"Hotel, Serviced accommodation",hotels,Hotel,info@hoteltorciano.com,+39 0577 950032
Duccio Nacci Rooms,Duccio Nacci Rooms,https://duccionaccirooms.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@duccionaccirooms.it,+39 347 977 9390
Antica Dimora,Antica Dimora,https://www.antica-dimora.it/,"Bed & breakfast, Resort hotel, Villa",attractions,Bed & breakfast,info@antica-dimora.it,+39 370 310 2538
Podere Degli Olivi,Podere Degli Olivi,http://www.poderedegliolivi.it/,Hotel,hotels,Hotel,info@poderedegliolivi.it,+353 1 699 4137
La Capanna di Sovestro,La Capanna Di Sovestro,http://www.lacapannadisovestro.com/,"Bed & breakfast, Holiday apartment",Bed & Breakfast,Bed & breakfast,info@lacapannadisovestro.com,+39 349 073 1337
The furnace Racciano,The Furnace Racciano,http://www.lafornacediracciano.it/,"Bed & breakfast, Holiday apartment",Bed & Breakfast,Bed & breakfast,info@lafornacediracciano.it,+39 0577 942156
Hotel Cistern,Hotel Cistern,http://www.hotelcisterna.it/,Hotel,hotels,Hotel,info@hotelcisterna.it,+39 0577 940328
"Vegan Agrivilla I Pini, Tuscany",Vegan Agrivilla I Pini Tuscany,https://www.ipinitoscana.com/,"Farmstay, Hotel, Organic farm, Organic restaurant, Vegan restaurant, Vineyard, Wellness program",Agriturismo,Farmstay,info@ipinitoscana.com,+39 0577 940650
Palazzo Mari,Palazzo Mari,http://www.palazzomari.it/,Bed & breakfast,Bed & breakfast,Bed & breakfast,info@palazzomari.it,+39 340 221 7900
Agriturismo Poggiacolle,Agriturismo Poggiacolle,http://www.poggiacolle.com/,"Farmstay, Agricultural service, Apartment complex, Bed & breakfast",Agriturismo,Farmstay,info@poggiacolle.com,+39 338 594 0118
Il Rosolaccio San Gimignano B&B and Apartments,Il Rosolaccio San Gimignano B And B And Apartments,http://www.rosolaccio.com/,"Bed & breakfast, Indoor lodging, Holiday apartment",Bed & Breakfast,Bed & breakfast,info@rosolaccio.com,+39 0577 944465
Il Casale del Cotone,Il Casale Del Cotone,https://www.casaledelcotone.com/,Bed & breakfast,Bed & breakfast,Bed & breakfast,info@casaledelcotone.com,+39 392 170 5344
B&B Il Fienile,B And B Il Fienile,https://www.bebilfienile.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@bebilfienile.it,+39 347 314 5048
Antico Borgo De' Frati,Antico Borgo De Frati,http://www.anticoborgodefrati.com/,Hotel,hotels,Hotel,info@anticoborgodefrati.com,+39 340 246 1110
Podere Sant'Elena Bed Breakfast San Gimignano,Podere Santelena Bed Breakfast San Gimignano,http://www.poderesantelena.com/,Bed & breakfast,Bed & breakfast,Bed & breakfast,info@poderesantelena.com,+39 347 074 8188
Le Undici Lune,Le Undici Lune,http://leundicilunesangimignano.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@leundicilunesangimignano.it,
Locanda Il Pino,Locanda Il Pino,http://www.locandailpino.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,locandailpino@gmail.com,+39 347 707 2469
Hotel San Michele,Hotel San Michele,https://www.sanmichelehotel.it/?utm_source=google,"Hotel, Bed & breakfast, Free parking lot, Outdoor swimming pool",hotels,Hotel,info@sanmichelehotel.it,+39 0577 940596
Villa Baciolo - Bed & Breakfast,Villa Baciolo Bed And Breakfast,https://www.villabaciolo.com/?utm_source=google,"Bed & breakfast, Farmstay, Holiday apartment, Villa",Bed & Breakfast,Bed & breakfast,info@villabaciolo.com,+39 0577 942233
Hotel La Collegiata,Hotel La Collegiata,http://www.lacollegiata.it/,"Hotel, Restaurant, Serviced accommodation",hotels,Hotel,info@lacollegiata.it,+39 0577 943201
Villa San Paolo Resort & Spa Hotel San Gimignano,Villa San Paolo Resort And Spa Hotel San Gimignano,http://www.villasanpaolo.com/,"Hotel, Convention center, Massage spa, Restaurant, Spa",hotels,Hotel,info@villasanpaolo.com,+39 0577 955100
B&B La Cornice,B And B La Cornice,http://www.insangimignano.com/,"Hotel, Bed & breakfast",hotels,Hotel,info@insangimignano.com,+39 339 467 8363
Antico Borgo Il Cardino,Antico Borgo Il Cardino,http://www.ilcardino.it/,"Bed & breakfast, Extended stay hotel, Farmstay, Holiday apartment rental, Holiday home, Hotel, Love hotel, Self-catering accommodation, Holiday apartment, Wellness hotel",Bed & Breakfast,Bed & breakfast,info@ilcardino.it,+39 0577 953186
Castello Montelifre',Castello Montelifre,https://www.castello-montelifre.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,montelifre@gmail.com,+39 348 111 2132
Pieve a Pava,Pieve A Pava,http://www.pieveapava.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@tuscan-experience.com,+39 0577 803042
villa montalcino,Villa Montalcino,http://www.agriturismocastelverdelli.com/,Hotel,hotels,Hotel,emilio.cabrini@inter.ikea.com,+39 348 388 0222
Agriturismo La Canonica di Vannetti Orfeo e Figlie,Agriturismo La Canonica Di Vannetti Orfeo E Figlie,http://www.canonicaholiday.com/,"Farmstay, Bed & breakfast, Farm, Hotel, Indoor lodging, Vacation home rental agency",Agriturismo,Farmstay,info@canonicaholiday.com,+39 0577 834359
Vecchio Granaio,Vecchio Granaio,http://www.vecchiogranaio.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@vecchiogranaio.it,+39 339 239 9266
Sant'Agata - Locanda Ristorante,Santagata Locanda Ristorante,http://www.locandasantagata.it/,"Restaurant, Hotel, Small plates restaurant, Wedding venue",restaurants,Restaurant,info@locandasantagata.it,
Eden Park Resort,Eden Park Resort,http://www.edenparkpisa.it/,"Extended stay hotel, Hotel, Swimming basin",hotels,Extended stay hotel,info@edenparkpisa.it,+39 050 870252
BORGO DEGLI ARANCI - Loc. LE CAPANNE,Borgo Degli Aranci Loc Le Capanne,http://www.borgodegliaranci.it/,"Restaurant, Bed & breakfast, Holiday park",restaurants,Restaurant,info@borgodegliaranci.it,+39 050 818392
B&B Cascina Canova,B And B Cascina Canova,http://www.bbcanova.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@bbcanova.com,+39 050 820328
Bagni di Pisa,Bagni Di Pisa,https://www.bagnidipisa.com/,"Hotel, Bar, Restaurant, Spa, Thermal baths",hotels,Hotel,info@bagnidipisa.com,+39 050 88501
Bed and Breakfast Cribò,Bed And Breakfast Cribò,http://www.cribo.net/,"Bed & breakfast, Hotel",Bed & Breakfast,Bed & breakfast,info@cribo.net,+39 331 745 7509
Agriturismo La Grotta,Agriturismo La Grotta,https://www.agriturismo-lagrotta.com/,"Farmstay, Bed & breakfast, Observation deck, Scenic spot, Self-catering accommodation, Serviced accommodation, Swimming basin",attractions,Farmstay,info@agriturismo-lagrotta.com,+39 392 448 1537
B&B Casa Fischer,B And B Casa Fischer,http://bbcasafischer.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@bbcasafischer.com,+39 347 678 8676
Agriturismo Ca' Matra,Agriturismo Ca Matra,http://www.agriturismocamatra.it/,"Bed & breakfast, Farmstay, Holiday home, Hotel, Organic farm, Serviced accommodation, Villa, Winery",Bed & breakfast,Bed & breakfast,info@agriturismocamatra.it,+39 333 304 3680
Hotel Ristorante Fox's Inn,Hotel Ristorante Foxs Inn,https://www.hotelfoxsinn.com/,"Hotel, Bar, Restaurant",hotels,Hotel,info@hotelfoxsinn.com,+39 351 882 0827
Villa Cassia di Baccano,Villa Cassia Di Baccano,https://villacassiadibaccano.it/,Extended stay hotel,hotels,Extended stay hotel,info@villacassiadibaccano.it,+39 055 977 2310
Villa la Grotta,Villa La Grotta,http://www.villalagrotta.com/,Hotel,hotels,Hotel,info@villalagrotta.com,+39 055 1991 1278
Country Hotel Zi Martino,Country Hotel Zi Martino,https://www.zimartino.com/,Hotel,hotels,Hotel,info@zimartino.com,+39 0565 766000
Antica Pergola B&B,Antica Pergola B And B,http://anticapergola.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@anticapergola.it,+39 328 763 3547
Astieto B&B,Astieto B And B,http://www.astieto.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,astieto@yahoo.it,+39 055 837 9097
"TERRALUNA - Country house, Casale vacanze",Terraluna Country House Casale Vacanze,http://www.terraluna-sanleo.it/,"Bed & breakfast, Country park",Bed & Breakfast,Bed & breakfast,info@terraluna-sanleo.it,+39 333 699 0333
San Leo Albergo Diffuso,San Leo Albergo Diffuso,http://sanleoalbergodiffuso.it/,Hotel,hotels,Hotel,sanleoalbergodiffuso@gmail.com,+39 389 543 5755
Affittacamere Arcobaleno,Affittacamere Arcobaleno,http://arcobalenosanleo.it/,Hotel,hotels,Hotel,arcobalenosanleo@gmail.com,+39 339 333 1318
Le Cicale B&B,Le Cicale B And B,http://www.lecicalebedandbreakfast.it/,Hotel,hotels,Hotel,info@lecicalebedandbreakfast.it,+39 334 929 6699
Locanda Osteria Belvedere San Leo,Locanda Osteria Belvedere San Leo,http://www.belvederesanleo.it/,"Restaurant, Bar, Bed & breakfast, Cafe, Inn, Pizza restaurant, Wine bar",restaurants,Restaurant,info@belvederesanleo.it,+39 0541 916361
Casa Miedi,Casa Miedi,https://www.casamiedi.com/,"Bed & breakfast, Retreat center, Wedding venue",Bed & breakfast,Bed & breakfast,culaccinoitalia@gmail.com,+1 513-317-3494
Le Perseidi Bubble Glamping,Le Perseidi Bubble Glamping,https://www.leperseidiglamping.it/,"Hotel, Bed & breakfast, Love hotel",hotels,Hotel,info@leperseidiglamping.it,+39 334 942 9858
Relais Victoria B&B,Relais Victoria B And B,http://www.relaisvictoria.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@relaisvictoria.it,+39 0583 356010
Agriturismo Il Volpino,Agriturismo Il Volpino,https://www.agriturismoilvolpino.it/,"Bed & breakfast, Farmstay, Restaurant",Bed & Breakfast,Bed & breakfast,lenzini_simone@yahoo.it,+39 0573 68395
B & B Scacco Matto,B And B Scacco Matto,https://bnbscaccomatto.com/,"Bed & breakfast, Group home, Holiday apartment rental",Bed & Breakfast,Bed & breakfast,barbaralynnemagni@yahoo.it,+39 347 935 6448
Oasyhotel,Oasyhotel,https://www.oasyhotel.com/,Hotel,hotels,Hotel,info@oasyhotel.com,+39 342 124 4353
Park Hotel Napoleone,Park Hotel Napoleone,https://www.elbaparkhotelnapoleone.it/,"Hotel, Bed & breakfast, Extended stay hotel, Restaurant",hotels,Hotel,info@elbaparkhotelnapoleone.it,+39 0565 911111
Agriturismo Celli,Agriturismo Celli,http://www.agricelli.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,garfagnana@tin.it,+39 347 669 4876
Agriturismo Poggio Monte,Agriturismo Poggio Monte,https://www.poggiomonte.com/,"Bed & breakfast, Farmstay, Holiday apartment rental, Holiday home, Holiday apartment",Bed & breakfast,Bed & breakfast,info@agriturismopoggiomonte.biz,+39 392 474 8413
La casa di Emilio,La Casa Di Emilio,http://labusattina.it/,"Bed & breakfast, Hotel",Bed & Breakfast,Bed & breakfast,mymail@mailservice.com,+39 0564 607840
Chiarafonte B&B,Chiarafonte B And B,http://www.chiarafonte.it/,Bed & breakfast,Bed & breakfast,Bed & breakfast,info@chiarafonte.it,+39 055 834 8312
B&B Ulivo Gaio,B And B Ulivo Gaio,https://www.bebulivogaio.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,ulivogaio@gmail.com,+39 347 305 5304
B&B Pane e Rose,B And B Pane E Rose,http://www.panerose.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@panerose.com,+39 349 223 2863
Casa Dalma,Casa Dalma,http://casadalma.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,bebcasadalma@gmail.com,+39 348 121 1017
Collebrunacchi Ristorante B&B,Collebrunacchi Ristorante B And B,https://www.collebrunacchi.it/?utm_source=local,"Restaurant, Bed & breakfast, Tuscan restaurant",restaurants,Restaurant,info@collebrunacchi.it,+39 0571 409593
B&B La Serra,B And B La Serra,http://www.bedandbreakfastlaserra.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@bedandbreakfastlaserra.it,+39 0571 182 0510
Hotel San Miniato,Hotel San Miniato,http://www.hotelsanminiato.com/,"Hotel, Convention center, Massage spa, Spa",hotels,Hotel,info@hotelsanminiato.com,+39 0571 418904
Hotel Miravalle,Hotel Miravalle,http://www.hotelmiravallesanminiato.it/,"Hotel, Italian restaurant, Restaurant",hotels,Hotel,info@hotelmiravallesanminiato.it,+39 0571 419904
St. Francis Convent,St Francis Convent,http://www.nuoviorizzonti.org/,"Convent, Caterer, Hotel",Convento,Convent,info@nuoviorizzonti.org,+39 0571 43051
Palazzo Essenza,Palazzo Essenza,https://essenzainsanminiato.it/palazzo/,Bed & breakfast,Bed & breakfast,Bed & breakfast,info@essenzainsanminiato.it,+39 349 619 3755
Villa Sonnino San Miniato,Villa Sonnino San Miniato,http://www.villasonnino.com/,"Restaurant, Ecological park, Function room facility, Garden, Hotel, Italian restaurant, Village hall, Wedding venue, Wildlife park",restaurants,Restaurant,direzione@villasonnino.com,+39 0571 484033
Dimora Sotto La Rocca,Dimora Sotto La Rocca,http://www.dimorasottolarocca.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@dimorasottolarocca.it,+39 371 469 5803
Villa Contessa Marianna,Villa Contessa Marianna,http://www.villa-contessa-marianna.it/,Hotel,hotels,Hotel,info@villa-contessa-marianna.it,+39 349 215 8209
B&B Antonietta,B And B Antonietta,http://www.bbantonietta.wordpress.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,beb.antonietta@gmail.com,+39 348 229 8575
Affittacamere da Fiorella,Affittacamere Da Fiorella,http://www.darina.it/,Hotel,hotels,Hotel,info@darina.it,+39 392 500 4374
LUI Tuscany Loft,Lui Tuscany Loft,https://www.half-apartments.com/lui-tuscany-loft-san-miniato/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@half-apartments.com,+39 349 653 8615
Hotel La Felicina,Hotel La Felicina,http://www.hotellafelicina.com/,Hotel,hotels,Hotel,info@hotellafelicina.com,+39 055 849 8181
b & b LA PIEVE,B And B La Pieve,http://www.lapievebeb.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@lapievebeb.it,+39 055 848 7182
B&B Tagliaferro,B And B Tagliaferro,https://bebtagliaferro.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,affittacameretagliaferro@gmail.com,+39 333 594 7055
Tenuta Schifanoia,Tenuta Schifanoia,https://www.schifanoia.farm/,Resort hotel,hotels,Resort hotel,info@indiantypefoundry.com,
Hotel Ebe,Hotel Ebe,http://www.hotelebescarperia.it/,"Hotel, Bed & breakfast, Conference center, Extended stay hotel, Farmstay, Holiday home, Love hotel, Restaurant, Tuscan restaurant, Wellness hotel",hotels,Hotel,info@ebeweb.it,+39 055 849 8333
B&B vacanze in mugello,B And B Vacanze In Mugello,http://www.vacanzeinmugello.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,vacanzeinmugello@virgilio.it,+39 347 558 8512
Albergo Del Ponte,Albergo Del Ponte,https://www.ristorantedelponte.it/,"Hotel, Bed & breakfast",hotels,Hotel,info@ristorantedelponte.it,+39 0543 917120
Albergo Ristorante Agnelli,Albergo Ristorante Agnelli,https://albergo-ristorante-agnelli.avventurainitalia.top/,"Italian restaurant, Hotel, Seafood restaurant",restaurants,Italian restaurant,hotel128017@wearehotels.top,+39 0564 619015
Il Miraggio in Val d'Orcia Relais & Spa,Il Miraggio In Val Dorcia Relais And Spa,http://www.ilmiraggioinvaldorcia.com/,Hotel,hotels,Hotel,info@ilmiraggioinvaldorcia.com,+39 0577 179 4239
Casa Mac&Rose,Casa Mac And Rose,http://www.casamacrose.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@casamacrose.it,+39 339 786 9741
Ristorante Hotel Il Garibaldi,Ristorante Hotel Il Garibaldi,http://www.ilgaribaldisanquirico.it/,"Tuscan restaurant, Bar, Fish restaurant, Hotel, Pizza restaurant",Ristorante toscano,Tuscan restaurant,ristoranteilgaribaldi@virgilio.it,+39 0577 898315
B&B Casa Lemmi,B And B Casa Lemmi,http://www.casalemmi.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@casalemmi.com,+39 0577 899016
La Locanda del sorriso,La Locanda Del Sorriso,http://www.lelocandedeglihorti.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,lalocandadelsorriso.debora@gmail.com,+39 393 614 4444
Agriturismo La Buca di Bellugi,Agriturismo La Buca Di Bellugi,https://www.agriturismolabuca.it/,"Farmstay, Hotel",Agriturismo,Farmstay,minacciedoardo2015@gmail.com,+39 327 697 5663
Agriturismo Cantagalli,Agriturismo Cantagalli,http://www.agriturismocantagalli.it/,"Farmstay, Apartment complex, Bed & breakfast, Roommate referral service",Agriturismo,Farmstay,azienda@agriturismocantagalli.it,+39 350 532 3952
Hotel Palazzuolo,Hotel Palazzuolo,http://www.hotelpalazzuolo.it/,Hotel,hotels,Hotel,info@hotelpalazzuolo.it,+39 0577 898264
Wellness Center Casanova srl,Wellness Center Casanova Srl,http://www.residencecasanova.it/,"Hotel, Health spa",hotels,Hotel,info@residencecasanova.it,+39 0577 898177
Sarna Residence,Sarna Residence,http://www.sarnaresidence.it/,"Extended stay hotel, Furnished apartment building, Holiday home, Hotel",hotels,Extended stay hotel,info@sarnaresidence.it,+39 0577 898307
palazzetto del pittore,Palazzetto Del Pittore,http://www.destinazionevaldorcia.eu/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,jessiccamantengoli@gmail.com,+39 349 573 9818
Resort Casanova - Panoramic Rooms and Suites,Resort Casanova Panoramic Rooms And Suites,https://www.wellnesscentercasanova.it/,Wellness hotel,hotels,Wellness hotel,info@wellnesscentercasanova.it,+39 0577 898177
Hotel Relais Palazzo del Capitano,Hotel Relais Palazzo Del Capitano,http://www.capitanocollection.com/,Hotel,hotels,Hotel,info@capitanocollection.com,+39 0577 899028
Ai Portali b&b,Ai Portali B And B,http://www.aiportali.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@aiportali.com,+39 328 261 4125
ADLER Spa Resort THERMAE,Adler Spa Resort Thermae,https://www.adler-thermae.com/,"Hotel, Spa",hotels,Hotel,info@adler-thermae.com,+39 0577 889001
Tenuta La Santissima,Tenuta La Santissima,http://www.tenutalasantissima.com/,"Inn, Bed & breakfast, Hotel, Restaurant, Holiday apartment",Inn,Inn,info@tenutalasantissima.com,+39 334 576 9981
Tuscasì Aparthotel,Tuscasì Aparthotel,https://tuscasiaparthotel.it/,Extended stay hotel,hotels,Extended stay hotel,info@tuscasiaparthotel.it,+39 339 148 7860
Hotel Castello,Hotel Castello,http://www.hotel-castello.it/,Hotel,hotels,Hotel,hcastello@hotel-castello.it,+39 0577 347711
Fattoria di Cavaglioni,Fattoria Di Cavaglioni,http://www.antichefamiglietoscane.com/,"Farmstay, Bed & breakfast, Organic farm, Restaurant, Wine store, Winery",Agriturismo,Farmstay,info@anfamtos.com,+39 0577 160 6571
I Palazzi - San Lorenzo a Linari,I Palazzi San Lorenzo A Linari,https://www.linari.it/it,"Extended stay hotel, Hotel, Swimming basin",hotels,Extended stay hotel,info@linari.it,+39 0577 349333
