display_name,types,type,country_code,state,city,county,street,postal_code,address,latitude,longitude,phone,phone_type,email_1,email_1_title,email_1_first_name,email_1_last_name,email_2,email_2_title,email_2_first_name,email_2_last_name,email_3,email_3_title,email_3_first_name,email_3_last_name,linkedin,facebook,twitter,instagram,tiktok,whatsapp,youtube,site,site_ga_code,site_has_google_tag,site_has_fb_pixel,photo,photos_count,rating,rating_history,reviews,range,business_status,business_status_history,booking_appointment_link,menu_link,verified,owner_title,located_in,os_id,google_id,place_id,cid,gmb_link,located_os_id,working_hours,area_service,about,corp_name,corp_employees,corp_revenue,corp_founded_year,corp_is_public,added_at,updated_at,,,,,,,,,,,
"Casati 18, member of WorldHotels Distinctive",Hotel,Hotel,IT,metropolitan city of milan,Milan,,"Via Felice Casati, 18",20124,"Via Felice Casati, 18, 20124 Milano MI",79831.47.00,34025.39.00,390229404208,Fixed Line,info@worldhotelcasati18.com,,,,info@worldhotelcristoforocolombo.com,,,,privacy@hotelfelicecasati.com,,,,,,,,,,,http://www.worldhotelcasati18.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFsCsJJPFKPtM4q5J1-gtM_qrJ7M7ngbYKzuc2Ou9_-BXnUD3JLHlnYK6sTGNOSlDKrgoZqlSEg8F9sRZxazjhtJNnwKSEbAi6DBHFs0npuMegyspmsxoa4nSrxjPV8Gh45WaXUvNyx6ZFIyn4y4WnAOQReBUUajvOBXFIqGNUrMzPHzmsvC6hQ=w800-h500-k-no,714,4.3,"Undefined (Aug-2023), 4.3 (Sep-2023), 4.3 (Jan-2024), 4.3 (Apr-2024), 4.3 (Jul-2024)",1072,4 stars,Operational,"Operational (Aug-2023), Operational (Sep-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Jul-2024)",,,TRUE,Worldhotel Casati 18,,1c13676ae11c90d50d6ecd13d719d909,0x4786c6c6e6c7b22d:0x700080511011243e,ChIJLbLH5sbGhkcRPiQREFGAAHA,8070591617898193982,https://google.com/maps/place/?q=place_id:ChIJLbLH5sbGhkcRPiQREFGAAHA,,,FALSE,"{'Crowd': {'LGBTQ+ friendly': True}, 'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '14:00', 'LGBTQ+ friendly': True}, 'Amenities': {'Free Wi-Fi': True}}",,,,,,2022-03-23T13:00:09.616000,2024-10-23T12:49:55.808000,,,,,,,,,,,
Hotel Venini,Hotel,Hotel,IT,metropolitan city of milan,Milan,,"Via Giulio E Corrado Venini, 72",20127,"Via Giulio e Corrado Venini, 72, 20127 Milano MI",82334.57.00,36159.17.00,390226145294,Fixed Line,info@hvenini.it,,,,nolohotelvenini@pec.it,,,,,,,,,,,,,,,https://www.hvenini.it/it/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE1oahywgVMib1QSMQM9_T2A1klayuTJnc3-hjv-MA4SB1RHjzx_biB4AgfMqIflkHqq3cby3MW9ybechLOMdDQreQrohEazqWi8bEfLoeiUBEZD3bXt6rC5orwXZTtqO19i7kmyZ3k4rpt34DFVtuGZisBeg2Xdbmk_Kg_1GoU6vw7ot-hOtFZ=w800-h500-k-no,287,4.0,"4.1 (Aug-2023), 4.0 (Sep-2023), 4.0 (Nov-2023), 4.0 (Jan-2024), 4.0 (Apr-2024)",368.0,3 stars,Operational,"Operational (Aug-2023), Operational (Sep-2023), Operational (Nov-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Hotel Venini,,fb7148966dd036f7df6365b3b23ba91c,0x4786c6e001b61db3:0xab8de335627fc72e,ChIJsx22AeDGhkcRLsd_YjXjjas,12361786370627192622,https://google.com/maps/place/?q=place_id:ChIJsx22AeDGhkcRLsd_YjXjjas,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-05T16:46:43.394000,2024-10-23T12:49:24.015000,,,,,,,,,,,
Urban Suite Milano,"Bed & Breakfast, Hotel",Bed & Breakfast,IT,metropolitan city of milan,Milan,,"Via Caccialepori, 35",20148,"Via Caccialepori, 35, 20148 Milano MI",45.470.815.099.999.900,9.141.564.599.999.990,393518818532,,info@urbansuitemilano.it,,,,urban.suite@pecimprese.it,,,,,,,,,,,,,,,https://www.urbansuitemilano.it/,,,,https://lh5.googleusercontent.com/p/AF1QipPJHuE-DQWUxlFbiWx8AlflGF8ZS7M7yBqnhgcR=w800-h500-k-no,4.0,4.9,"5.0 (Jul-2024), 4.0 (Oct-2024)",7.0,,Operational,"Operational (Jul-2024), Operational (Oct-2024)",,,TRUE,Urban Suite Milano,,a7aebcc5e2685f6bab6afd8dfba336bd,0x4786c180aec67587:0x81c1d0ec58b1c601,ChIJh3XGroDBhkcRAcaxWOzQwYE,9349984014916765185,https://google.com/maps/place/?q=place_id:ChIJh3XGroDBhkcRAcaxWOzQwYE,,,FALSE,"{'Other': {'Star rating': None, 'Check-out time': '11:00'}}",,,,,FALSE,2024-05-11T01:13:40.293000,2024-10-19T01:04:03.868000,,,,,,,,,,,
Albani Hotel Roma,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Adda, 45",198,"Via Adda, 45, 00198 Roma RM",152618.56.00,83087.51.00,390684991,Mobile,concierge.rom@albanihotels.com,,,,info.rom@hotelalbaniroma.com,,,,info.rom@albanihotels.com,,,,,,,,,,,https://www.hotelalbaniroma.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEXPLj-ouOFHXxkuMDde6TmyhdG19KUuCIwQ-aOqvRedGt-t3fcjB8GE4V9ZX4GD0t_QcijIe5s844tUBLVF95KlE0DrVhmZ98H_qqWOcwz1uHfEPgkTtGpntGcvSwdVEnkBO-ApLwaVjonaOY8UACPaMCqMa52e72UzCLPWx0JiljZhOTyvdGv=w800-h500-k-no,768.0,3.8,"3.9 (Oct-2023), 3.9 (Dec-2023), 3.8 (Jan-2024), 3.9 (Apr-2024), 3.9 (Oct-2024)",1057.0,4 stars,Operational,"Operational (Oct-2023), Operational (Dec-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Oct-2024)",,,TRUE,Albani Hotel Roma,,4ba22a4205b94bb8a689ff275c47bce5,0x132f610e320baed1:0x26dca2f1ef47fcdf,ChIJ0a4LMg5hLxMR3_xH7_Gi3CY,2800292228302896351,https://google.com/maps/place/?q=place_id:ChIJ0a4LMg5hLxMR3_xH7_Gi3CY,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,10,1000000,,FALSE,2020-12-28T20:39:45.764000,2024-10-19T01:07:07.012000,,,,,,,,,,,
Atlante Star Hotel,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Giovanni Vitelleschi, 34",193,"Via Giovanni Vitelleschi, 34, 00193 Roma RM",15122.33.00,7710.26.00,3906686386,Mobile,f.mencucci@atlantehotels.com,,,,info@atlantehotels.com,,,,info@ariannahotel.eu,,,,,,,,,,,https://www.atlantehotels.com/it/star-hotel/hotel.html,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEasWZHvTeprDgR73_EXw_BDsn2JBT-wsCIGltzweybKBXN1nzCtYTAV11COFe6-OWlHjU9gNKj9XGKrWxrFaprFaEY800mCtmrnQnMeuo7Ll5Un1Qx3y-9cY4JYWfSIoYCh4bewlH58qmIzNcK-WGOlvB0EFfpbrLFvdGQfxqq1aY2TvCrVXS5Pg=w800-h500-k-no,3985.0,4.1,"4.1 (Jul-2023), 4.1 (Aug-2023), 4.1 (Sep-2023), 4.1 (Dec-2023), 4.1 (Jan-2024)",1187.0,4 stars,Operational,"Operational (Jul-2023), Operational (Aug-2023), Operational (Sep-2023), Operational (Dec-2023), Operational (Jan-2024)",,,TRUE,Atlante Star Hotel,,3120cbf4b2933549ecfbcf31648353ef,0x132f605deed40621:0xa72233e6a270412,ChIJIQbU7l1gLxMREgQnaj4jcgo,752702838700180498,https://google.com/maps/place/?q=place_id:ChIJIQbU7l1gLxMREgQnaj4jcgo,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,10,1000000,,FALSE,2020-12-28T20:39:45.764000,2024-10-09T14:31:40.890000,,,,,,,,,,,
Hotel Orto Di Roma,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Di Grotta Perfetta, 551",142,"Via di Grotta Perfetta, 551, 00142 Roma RM",41.837.055.199.999.900,12.510.439.799.999.900,39065042224,Fixed Line,info@borgopalmieri.com,,,,info@hotelortodiroma.com,,,,info@ristorantepalmieri.it,,,,,,,,,,,http://www.borgopalmieri.com/,,,,https://lh5.googleusercontent.com/p/AF1QipNLzSef11GD1UeUQnbQlmqt6TrdMvUW7p5KFvIN=w800-h500-k-no,541.0,3.8,"3.8 (May-2023), 3.8 (Jul-2023), 3.8 (Aug-2023), 3.8 (Jan-2024), 3.8 (May-2024)",412.0,3 stars,Operational,"Operational (May-2023), Operational (Jul-2023), Operational (Aug-2023), Operational (Jan-2024), Operational (May-2024)",,,TRUE,Hotel Orto Di Roma,,740baeb760f9f65d2ff5b9372e830acb,0x13258a382f153925:0xdac1a28499c9dc56,ChIJJTkVLziKJRMRVtzJmYSiwdo,15763058861172972630,https://google.com/maps/place/?q=place_id:ChIJJTkVLziKJRMRVtzJmYSiwdo,,,FALSE,"{'Other': {'Pool': True, 'Free parking': True, 'Free breakfast': True, 'Free Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '10:30', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True, 'Free breakfast': True}}",,,,,,2021-05-08T07:56:54.540000,2024-10-09T14:31:40.890000,,,,,,,,,,,
Boutique Centrale Palace Hotel,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Frattina, 81",186,"Via Frattina, 81, 00186 Roma RM",15103.51.00,79941.25.00,390669920569,Fixed Line,info@boutiquecentralepalace.com,,,,info@relaislacosta.it,,,,,,,,,,,,,,,http://www.boutiquecentralepalace.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE5Ul7aL0oX9Azxv1W96QrFjnnSzhRYjLvr2iHijj3H1LByA-ycZl0Dcb8AxR-uKo-C3GoQOGc9HyrJ2iY-si7jTkL5YuhTYodnF-DyymjLFKzh1rH0MeYgPz-tXOet8WALFDVrofBmPX25jtIVqUMeWQ4Lr3BV3xZaT7Vv6AYlUSy6a5PgNiyPhg=w800-h500-k-no,140.0,4.2,"4.3 (Jul-2023), 4.2 (Sep-2023), 4.2 (Dec-2023), 4.2 (Jan-2024), 4.2 (Apr-2024)",165.0,3 stars,Operational,"Operational (Jul-2023), Operational (Sep-2023), Operational (Dec-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Boutique Centrale Palace Hotel,,4667ad2616e28d0fc8a25ac1426acd92,0x132f60540b9f8521:0xdeb047b6b4ce3d90,ChIJIYWfC1RgLxMRkD3OtLZHsN4,16046404322364112272,https://google.com/maps/place/?q=place_id:ChIJIYWfC1RgLxMRkD3OtLZHsN4,,,FALSE,"{'Other': {'Airport shuttle': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2022-08-10T14:27:53.041000,2024-10-19T01:01:40.127000,,,,,,,,,,,
Château Monfort,"Hotel, Event Venue, Restaurant",Hotel,IT,metropolitan city of milan,Milan,,"Corso Concordia, 1",20129,"Corso Concordia, 1, 20129 Milano MI",78100.33.00,34546.02.00,3902776761,Fixed Line,direzione.generale@planetariahotels.com,,,,fb@hotelchateaumonfort.com,,,,info@hotelchateaumonfort.com,,,,,,,,,,,http://www.hotelchateaumonfort.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEXtAr_dhdEeh4R6dL_GuOaH4k-LYmD9tZyG6um_31WqNuWg-ZvLtlsOnhI7MVe3lhv6zvkryiVJhHZEUiWA5Kawy967uRRAFsiFOLhSG--fYCGSJdeVrpnKG9Y5tr601ocvnlbK_I6Ehkor67zWWx47xgzEQ4DviYRtsYuGzdFyyyqzvMMZBHDTw=w800-h500-k-no,1954,4.7,"4.7 (May-2023), 4.7 (Aug-2023), 4.7 (Sep-2023), 4.7 (Nov-2023), 4.7 (Apr-2024)",1101,5 stars,Operational,"Operational (May-2023), Operational (Aug-2023), Operational (Sep-2023), Operational (Nov-2023), Operational (Apr-2024)",,,TRUE,Château Monfort,,0883f4d1629ea2dd8ef80d29435b1a9e,0x4786c6bd7724c0cd:0x3f3cb9bd00dd6f5b,ChIJzcAkd73GhkcRW2_dAL25PD8,4556721144406568795,https://google.com/maps/place/?q=place_id:ChIJzcAkd73GhkcRW2_dAL25PD8,,,FALSE,"{'Other': {'Pool': True, 'Spa': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Star rating': '5 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,25,,,FALSE,2021-01-18T12:09:55.779000,2024-10-23T12:49:55.808000,,,,,,,,,,,
The Building Hotel,"Hotel, Bar, Function Room Facility, Restaurant, Spa",Hotel,IT,metropolitan city of rome capital,Rome,,"Via Montebello, 126",185,"Via Montebello, 126, 00185 Roma RM",151322.29.00,83906.54.00,390699340300,Fixed Line,info@thebuildinghotelrome.com,,,,ireland@bookassist.com,,,,,,,,,,,,,,,https://www.thebuildinghotelrome.com/en/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dknowledge-graph,,,,https://lh5.googleusercontent.com/p/AF1QipPC9ctXOv5wxWcTP-OM5PymWEdu0bs0mrey_Rs8=w800-h500-k-no,2020.0,4.1,"Undefined (Oct-2022), 4.2 (Jan-2023), 4.1 (Mar-2023), 4.1 (May-2023), 4.1 (Jun-2023)",1740.0,4 stars,Operational,"Operational (Oct-2022), Operational (Jan-2023), Operational (Mar-2023), Operational (May-2023), Operational (Jun-2023)",,,TRUE,The Building Hotel,,6107b3c7c18008bc6ab7c7e3c185cedd,0x132f610a45fde64f:0x9098f6f7db4f0f67,ChIJT-b9RQphLxMRZw9P2_f2mJA,10419349282318389095,https://google.com/maps/place/?q=place_id:ChIJT-b9RQphLxMRZw9P2_f2mJA,,,FALSE,"{'Crowd': {'LGBTQ+ friendly': True}, 'Other': {'Pool': True, 'Spa': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '14:00', 'LGBTQ+ friendly': True}, 'Amenities': {'Free Wi-Fi': True}}",,25,10000000,,FALSE,2020-11-11T00:10:05.758000,2024-10-19T01:06:18.474000,,,,,,,,,,,
Hotel Regina Giovanna,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Nazionale, 230",184,"Via Nazionale, 230, 00184 Roma RM",150212.34.00,82219.48.00,39064819826,Fixed Line,info@reginagiovannahotel.com,,,,info@adwlabs.it,,,,,,,,,,,,,,,http://www.reginagiovannahotel.com/,,,,https://lh5.googleusercontent.com/p/AF1QipP9uIAC0mLGLz-ZUeOiwx1Q8RaFhZdG5mEfPYrH=w800-h500-k-no,276.0,3.5,"3.4 (Aug-2023), 3.4 (Oct-2023), 3.4 (Jan-2024), 3.4 (Apr-2024), 3.5 (Oct-2024)",231.0,3 stelle,Operational,"Operational (Aug-2023), Operational (Oct-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Oct-2024)",,,TRUE,Hotel Regina Giovanna,,34be78577b50dad2b0ef656cf8e34fa5,0x132f61ae5878ad91:0x43ab453cd0776784,ChIJka14WK5hLxMRhGd30DxFq0M,4876067149056534404,https://google.com/maps/place/?q=place_id:ChIJka14WK5hLxMRhGd30DxFq0M,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Wi-Fi': True, 'Airport shuttle': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,,2021-05-11T14:29:13.660000,2024-10-25T09:58:54.572000,,,,,,,,,,,
Caravel Hotel - 4 stars,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Cristoforo Colombo, 124",147,"Via Cristoforo Colombo, 124, 00147 Roma RM",14462.12.00,8284.17.00,39065180789,Fixed Line,info@hotelcaravel.it,,,,info@one24.it,,,,,,,,,,,,,,,http://www.hotelcaravel.it/,,,,https://lh5.googleusercontent.com/p/AF1QipMTAleFf0p8Gvze6otwwlN19Spvlz-H5o8CmvLa=w800-h500-k-no,1469.0,4.1,"4.2 (Jun-2023), 4.2 (Aug-2023), 4.1 (Oct-2023), 4.1 (Jan-2024), 4.1 (Apr-2024)",1768.0,4 stars,Operational,"Operational (Jun-2023), Operational (Aug-2023), Operational (Oct-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Caravel Hotel - 4 Stars,,315ff19af195176a8930a5157af6cef4,0x13258a779c190673:0x83006fde6dedfd51,ChIJcwYZnHeKJRMRUf3tbd5vAIM,9439667820086295889,https://google.com/maps/place/?q=place_id:ChIJcwYZnHeKJRMRUf3tbd5vAIM,,,FALSE,"{'Other': {'Airport shuttle': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,50,10000000,,FALSE,2020-12-28T20:39:45.764000,2024-10-19T01:24:59.375000,,,,,,,,,,,
Maison Evelina,"Bed & Breakfast, Hotel",Bed & Breakfast,IT,metropolitan city of rome capital,Rome,,"Via Del Babuino, 76",187,"Via del Babuino, 76, 00187 Roma RM",151308.56.00,80031.24.00,393668905884,Mobile,info@maisonevelina.it,,,,info@a2web.it,,,,,,,,,,,,,,,http://www.maisonevelina.it/,,,,https://lh5.googleusercontent.com/p/AF1QipOr5pRjV0ey5088lsC4uR8dMCuayyXOfcQUGTzh=w800-h500-k-no,70.0,4.8,"4.8 (Feb-2023), 4.8 (Oct-2023), 4.8 (Feb-2024), 4.8 (Jun-2024), 4.8 (Oct-2024)",70.0,2 stars,Operational,"Operational (Feb-2023), Operational (Oct-2023), Operational (Feb-2024), Operational (Jun-2024), Operational (Oct-2024)",,,TRUE,Maison Evelina,,fc16cc3ba6b19570c91ace0f859bdd5f,0x132f605591ac5a7f:0x8c028ef7197fee51,ChIJf1qskVVgLxMRUe5_GfeOAow,10088783307199213137,https://google.com/maps/place/?q=place_id:ChIJf1qskVVgLxMRUe5_GfeOAow,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '2 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-11T23:49:52.458000,2024-10-19T01:26:03.921000,,,,,,,,,,,
THE ONE Boutique Hotel & SPA Roma,"Hotel, Bistro, Cocktail Bar, Espresso Bar, Health Spa, Indoor Swimming Pool, Massage Spa, Restaurant, Sauna, Wellness Program",Hotel,IT,metropolitan city of rome capital,Rome,,"Via Del Traforo, 133",187,"Via del Traforo, 133, 00187 Roma RM",41.902.403.199.999.900,12.486.383.199.999.900,390697859492,Mobile,info@theoneboutiquehotel.com,,,,relaisboutiquehotels@pec.it,,,,,,,,,,,,,,,https://www.theoneboutiquehotel.com/it/,,,,https://lh5.googleusercontent.com/p/AF1QipOlkrvvsmwZLUkayCm2R7IivUx0hyrB4qBZ-nSt=w800-h500-k-no,492.0,4.3,"4.7 (Jun-2022), 4.6 (Aug-2022), Undefined (May-2023), 4.5 (Jul-2023), 4.4 (Feb-2024)",207.0,4 stelle,Operational,"Operational (Jun-2022), Operational (Aug-2022), Operational (May-2023), Operational (Jul-2023), Operational (Feb-2024)",,,TRUE,The One Boutique Hotel & Spa Roma,,ad2abbb263252ae0d001afdedb205a4b,0x132f61acc59594c9:0x270950d81f7a3d0c,ChIJyZSVxaxhLxMRDD16H9hQCSc,2812868331440848140,https://google.com/maps/place/?q=place_id:ChIJyZSVxaxhLxMRDD16H9hQCSc,,,FALSE,"{'Other': {'Spa': True, 'Pool': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,,2021-12-31T15:37:45.029000,2024-10-12T22:36:42.665000,,,,,,,,,,,
Best Western Hotel Piccadilly Roma,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Magnagrecia, 122",183,"Via Magnagrecia, 122, 00183 Roma RM",14723.45.00,84664.36.00,390670474858,Fixed Line,a.carmignani@hotelpiccadillyroma.it,,,,info@hotelpiccadillyroma.it,,,,piccadilly.rm@bestwestern.it,,,,,,,,,,,https://www.hotelpiccadillyroma.it/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF-zmtNjPhNqejwbGrGeMFp1ZEapK_JpiMuEFo-g0bHt1frUMX-xlSo_3zmaRG4ocD6cCcIScEbl_JJiDpUIXT4JRdce6l3SBVQtTGqUTE2Klw9eGTSucNyyT9eQ4Fs8SufjVkbcaLb6VpWjUg4aLcg8Dtv0DwgrxFodkw-m5ZwUB7jZrPXHV8wfw=w800-h500-k-no,824.0,4.1,"4.1 (Mar-2023), 4.1 (May-2023), 4.1 (Jul-2023), 4.1 (Jan-2024), 4.1 (Oct-2024)",724.0,4 stelle,Operational,"Operational (Mar-2023), Operational (May-2023), Operational (Jul-2023), Operational (Jan-2024), Operational (Oct-2024)",,,TRUE,Best Western Hotel Piccadilly Roma,,d3f164a4c63a3803126579a52baa4fb2,0x132f61ea1e5932db:0xa08161aef1b526ec,ChIJ2zJZHuphLxMR7Ca18a5hgaA,11565632722071529196,https://google.com/maps/place/?q=place_id:ChIJ2zJZHuphLxMR7Ca18a5hgaA,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '13:00'}, 'Amenities': {'Free Wi-Fi': True}}",,10,1000000,,FALSE,2020-12-28T20:39:45.764000,2024-10-17T20:58:20.069000,,,,,,,,,,,
Domus Elena Apartment in Rome center with free parking spot,"Holiday Apartment, Bed & Breakfast, Hotel",Holiday Apartment,IT,metropolitan city of rome capital,Rome,,"Via Dei Laterani, 28",184,"Via dei Laterani, 28, 00184 Roma RM",147369.17.00,8393.01.00,,,alex@linktr.ee,Director,Alex,Zaccaria,gkloof@gmail.com,Owner,Guillaume,Kloof,guillaume@createappshere.com,Vp Of International Operations,Guillaume,Kloof,,,,,,,,https://linktr.ee/domuselenarome,,,,https://lh5.googleusercontent.com/p/AF1QipNP9uwZefX93M3q7tTRBogUf9sR-9hKcU47D2zR=w800-h500-k-no,27.0,4.5,"Undefined (May-2023), 5.0 (Feb-2024)",4.0,,Operational,"Operational (May-2023), Operational (Feb-2024)",,,TRUE,Saint John Apartment In Rome,,ae15febea1260e9379151f864fed0f96,0x132f61c0e17106b5:0x7267148abb4ff916,ChIJtQZx4cBhLxMRFvlPu4oUZ3I,8243580229005605142,https://google.com/maps/place/?q=place_id:ChIJtQZx4cBhLxMRFvlPu4oUZ3I,,,FALSE,,,200,,,FALSE,2021-12-31T15:37:45.029000,2024-02-25T13:36:47.835000,,,,,,,,,,,
Hotel Bagnaia,"Hotel, Restaurant",Hotel,IT,province of viterbo,Viterbo,,"Via Generale Antonio Gandin, 11/A",1100,"Via Generale Antonio Gandin, 11/A, 01100 Viterbo VT",7175.32.00,264.34.00,390761288252,Fixed Line,info@hotelbagnaia.it,,,,info@ristorantebiscetti.it,,,,,,,,,,,,,,,http://hotelbagnaia.it/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHOJejXgKf3aXm-L1LasR0ajh_CAP9AIv-XAWUor6lE9ZuHutHOc0YT-XLoxkMzbQjqtmaWmNhCfvKjDOx9XK_3_WJEcveB48peBdH2sDMusVgMr1iWCMD3LAK8YNfy-1oVrph7D2YE5UyBYBKBijzTcT7n0BM1XAtIX0ZyaeORGY8zrI6PPTIZ=w800-h500-k-no,72.0,3.6,"3.5 (Feb-2023), 3.5 (May-2023), 3.5 (Sep-2023), 3.6 (Apr-2024), 3.6 (Oct-2024)",152.0,2 stars,Operational,"Operational (Feb-2023), Operational (May-2023), Operational (Sep-2023), Operational (Apr-2024), Operational (Oct-2024)",,,TRUE,Hotel Bagnaia,,bee8b47aaf934e84a319fa2f63199479,0x132f2c3cd5595587:0x7ca3366b48a1fe35,ChIJh1VZ1TwsLxMRNf6hSGs2o3w,8981081916314877493,https://google.com/maps/place/?q=place_id:ChIJh1VZ1TwsLxMRNf6hSGs2o3w,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '2 stars', 'Check-out time': '11:00', 'Check-in time': '12:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,,2021-03-05T16:38:33.869000,2024-10-19T01:19:29.640000,,,,,,,,,,,
Hotel Villa Sofia,"Hotel, Event Planner",Hotel,IT,province of viterbo,Viterbo,,Str Santissimo Salvatore,1100,"Str. Santissimo Salvatore, 01100 Viterbo VT",7426.48.00,16723.14.00,390761284064,Fixed Line,info@internationalcatering.it,,,,info@villasofiahotel.it,,,,internationalcatering@pec.it,,,,,,,,,,,http://www.hotelvillasofia.it/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEdJ1EHUbCoWVtFfX9wCHUBQnhnsxpDaCTqw_1jnWaqnyn_K_O780K6iYscDS0GgSGaT6KCVANIkJBrJBFfL2J9YtZ9EUcZlCgADH4BItPcm3e5ue9Ifk6IZQt47TjEckhmlECG1Vww3-3JeayxEsSfN2KzDpRC3DYbXcRQPK-MLb8j9TFomAey6g=w800-h500-k-no,344.0,4.4,"4.4 (Jul-2023), 4.4 (Sep-2023), 4.4 (Jan-2024), 4.5 (Apr-2024), 4.4 (Oct-2024)",231.0,4 stars,Operational,"Operational (Jul-2023), Operational (Sep-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Oct-2024)",,,TRUE,Hotel Villa Sofia,,f7fd09844691b2496e71b7420fedf0ab,0x132f2c93c365420d:0x908f1a849ec1e94d,ChIJDUJlw5MsLxMRTenBnoQaj5A,10416573620032760141,https://google.com/maps/place/?q=place_id:ChIJDUJlw5MsLxMRTenBnoQaj5A,,,FALSE,"{'Other': {'Pool': True, 'Free parking': True, 'Free breakfast': True, 'Free Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True, 'Free breakfast': True}}",,10,1000000,,FALSE,2021-03-05T16:46:43.394000,2024-10-19T01:19:29.640000,,,,,,,,,,,
